name,total_hg19_counts,total_mm10_counts,unique_hg19_genes,unique_mm10_genes,hg19_unique_count_ratio,mm10_unique_count_ratio,hg19_multiplet,mm10_multiplet,hg19_mm10_multiplet,Multiplet,Multiplet_Type,Droplet_Contents
alignments.possorted.tagged_BC00001_N01,51,962,51,935,1,0.99585560321914,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00002_N02,146,3724,144,3554,0.997232261055226,0.994317503814852,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00003_N03,78,2067,78,1935,1,0.991355485967609,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00004_N03,12796,149,10853,141,0.982585065579051,0.988971421315668,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC00005_N01,8706,105,7761,104,0.987334193866314,0.99794380478213,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC00006_N01,49,11183,48,9559,0.994701891242834,0.983167869196179,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00007_N03,63,5610,59,5208,0.984167234034664,0.991386448228189,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00008_N01,39,10488,35,9176,0.970462190869764,0.985564856996769,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00010_N02,5323,97,4829,92,0.98864801809682,0.988431531149612,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00011_N01,38,9421,34,8143,0.969423230068978,0.984068690587862,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00012_N01,4584,5596,4273,5166,0.991666299468909,0.990735208908078,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00013_N01,23,10772,23,9260,1,0.983710185849006,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00014_N03,68,13471,59,11339,0.966353832913676,0.981879913834866,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00015_N02,1003,810,978,780,0.996347557783289,0.994364620728049,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00016_N03,177,1700,175,1664,0.997804592363547,0.997122505370058,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00017_N01,50,7967,50,7055,1,0.986466595950941,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00018_N01,7862,79,7046,74,0.987783340519389,0.985036379544858,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00019_N01,7798,72,6887,66,0.986137363738118,0.979654390927845,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC00020_N01,8079,41,7188,41,0.9870118006121,1,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC00021_N03,4417,9471,4122,8170,0.991764509569321,0.98386131997006,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00022_N01,30,10379,29,8814,0.990032465666808,0.982325767623708,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00023_N02,4033,5751,3572,5273,0.985379310193618,0.989976550902106,TRUE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00024_N02,5479,6459,5056,5854,0.990666749666168,0.988789838955635,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00025_N02,29,11713,29,10243,1,0.985685494978262,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00026_N01,37,9246,35,7902,0.984610602484143,0.982799380511184,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00027_N01,42,9532,42,8266,1,0.984446903635271,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00028_N02,13289,70,10954,69,0.979648424516051,0.996613215589913,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC00029_N01,2037,6965,1958,6253,0.994808586248046,0.987813256997049,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00030_N03,4761,5375,4400,4985,0.990688331859089,0.991230566491996,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00031_N01,36,9626,35,8250,0.99213876710281,0.983182422658525,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00032_N01,26,9608,26,8276,1,0.983726215171629,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00033_N02,7929,79,7214,79,0.989474229070849,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00034_N01,35,9355,35,8086,1,0.984057074623924,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00035_N02,7898,100,7013,100,0.986757392260728,1,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC00036_N01,37,1649,37,1589,1,0.994996688085756,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00037_N01,36,8342,34,7462,0.984049640919555,0.987653250473811,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00038_N02,30,12669,30,10507,1,0.980192857062672,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00039_N02,3394,8570,3204,7436,0.99291379990281,0.984327042613649,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00040_N02,48,15182,45,12392,0.983328553346695,0.97890919786248,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00041_N02,58,12700,51,10882,0.968324299223501,0.983650534004964,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00042_N01,28,7859,28,6861,1,0.984858970907074,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00043_N02,50,13706,50,11303,1,0.979763401872712,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00044_N01,2136,6292,2049,5584,0.994576140321836,0.986352674960377,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00045_N01,7228,81,6491,80,0.987896782804265,0.997173133750939,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00046_N02,55,14458,54,11691,0.995421109795458,0.977823519242611,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00047_N02,40,9702,39,8389,0.993136721245783,0.98416020232154,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00048_N01,6258,56,5683,54,0.988974420316893,0.990965349871272,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00049_N01,32,5292,32,4888,1,0.990737873412313,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00050_N02,5725,59,5294,59,0.990954341437401,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00051_N02,34,9721,32,8355,0.982808161164113,0.983508210640445,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00052_N01,31,9088,30,7859,0.990451384681875,0.984059230864423,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00053_N06,47,1352,47,1257,1,0.989894075543746,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00054_N01,27,8682,26,7705,0.98854909101475,0.986836216409683,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00055_N01,36,9102,36,7846,1,0.983711467896452,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00056_N01,35,8370,35,7418,1,0.986632093027613,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00057_N02,5141,8821,4732,7576,0.99029846238738,0.983252424887585,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00058_N01,2422,5237,2324,4798,0.994699440881886,0.98977642213795,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00059_N01,21,9562,21,8376,1,0.985551723027455,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00060_N01,27,9202,27,7852,1,0.982617561768623,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00061_N04,9590,84,8368,81,0.985133191265705,0.991792112871747,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC00062_N01,35,9723,31,8379,0.96586526694283,0.983798562941568,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00063_N01,29,8849,29,7655,1,0.984051003914379,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00064_N01,41,10021,40,8629,0.993350711351002,0.983766049248928,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00065_N01,36,8889,36,7741,1,0.98479157361148,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00066_N03,4728,9323,4345,8035,0.990016079667055,0.983733745472284,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00067_N01,27,8710,27,7492,1,0.983395917548929,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00068_N03,50,15345,49,12263,0.994835739133056,0.976738907163044,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00069_N01,35,8244,35,7253,1,0.985797153755727,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00070_N02,2784,4428,2671,4122,0.994775886533451,0.991470692820843,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00071_N01,38,8793,38,7636,1,0.984465257596281,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00072_N03,48,10567,48,9143,1,0.984377797690881,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00073_N02,4810,5565,4484,5128,0.991722359706448,0.990517292095772,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00074_N02,3033,9192,2849,8056,0.99219386644074,0.985545134642136,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00075_N01,5833,71,5385,70,0.990784050893325,0.996672366820611,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00076_N01,38,7342,38,6620,1,0.988370783926176,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00077_N01,25,8995,24,7910,0.987317934353082,0.985881469980287,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00078_N01,31,7997,31,6938,1,0.984193196799864,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00079_N02,47,13613,46,11094,0.99441418681938,0.978503465128672,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00080_N01,26,7391,25,6534,0.987962077643931,0.986164854386453,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00081_N02,7249,91,6534,91,0.988317170823597,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00082_N04,40,15210,39,12276,0.993136721245783,0.977745227483535,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00083_N02,60,16644,58,12936,0.991719907506445,0.974069884423801,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00084_N02,33,10199,28,8762,0.95300938196102,0.983546614603401,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00085_N01,5344,45,4934,43,0.990700497245891,0.98805715657773,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00086_N01,3009,4898,2863,4481,0.993790046592212,0.989527468782315,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00087_N03,43,15210,39,12198,0.974040607635706,0.97708330371303,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00088_N01,5732,67,5247,64,0.989783930400971,0.989105140332962,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00089_N02,19,10060,19,8583,1,0.982771472796631,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00090_N02,8972,67,7831,63,0.985055983867841,0.98535971625713,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC00091_N01,31,7651,31,6737,1,0.985773516064234,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00093_N01,26,8795,25,7648,0.987962077643931,0.984613505142971,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00094_N02,63,10177,61,8729,0.992213417050447,0.983367863027218,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00095_N02,20,9782,20,8364,1,0.982955803196932,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00096_N02,37,9744,37,8338,1,0.983033381286407,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00097_N01,39,7975,37,6882,0.985630449663366,0.983592915938559,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00098_N01,30,7732,30,6894,1,0.987187030123759,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00099_N02,27,10952,27,9299,1,0.982409381632771,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00100_N01,5833,45,5303,45,0.989014462026425,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00101_N01,32,7626,31,6772,0.990839262077375,0.986714088554925,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00102_N02,39,13023,38,10627,0.992909772262,0.978540325405789,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00103_N01,25,6402,24,5802,0.987317934353082,0.988771833697224,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00104_N04,30,11234,30,9515,1,0.982193552887949,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00105_N01,32,8387,32,7208,1,0.983231788751419,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00106_N01,27,8005,27,6985,1,0.984834884422484,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00107_N02,53,15664,43,12112,0.947335913224705,0.973375589144636,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00108_N05,67,14426,62,11860,0.981554362859203,0.979548387986066,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00109_N03,4102,7258,3825,6522,0.991595833642364,0.98797244991689,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00110_N01,36,8071,36,7033,1,0.984697250657418,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00111_N01,19,6997,19,6401,1,0.989944100675314,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00112_N01,2513,5000,2394,4594,0.993803779464584,0.990056958171086,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00113_N01,32,8201,32,7141,1,0.984642354553616,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00114_N02,37,10163,37,8647,1,0.982491618986356,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00115_N02,40,10551,34,8933,0.95594355101072,0.982030571014294,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00116_N01,5467,63,5025,61,0.990204530300128,0.992213417050447,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00117_N01,26,6549,26,5877,1,0.987678945584956,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00118_N01,2197,5407,2116,4868,0.995118125913202,0.987782927121974,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00119_N02,32,10128,30,8528,0.981378119121704,0.98135661982792,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00120_N03,78,18994,73,14474,0.98479370823789,0.972414478556887,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00121_N02,7623,47,6812,45,0.987416358590872,0.988705598735897,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC00122_N01,1487,6437,1454,5804,0.996927614570057,0.988196418721714,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00123_N01,19,7288,18,6449,0.981637513409912,0.986248673947085,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00124_N02,52,14296,52,11455,1,0.976843687598425,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00125_N01,5348,67,4957,67,0.991155904791458,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00126_N01,5710,42,5256,42,0.990422082241305,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00127_N01,2689,4446,2583,4151,0.994907148678303,0.991826487221241,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00128_N03,61,13746,56,10998,0.979196108597859,0.976592920098428,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00129_N02,45,10782,44,9385,0.994096441196862,0.985055902847902,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00130_N02,37,9391,33,8076,0.968315438360668,0.983508612528403,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00131_N01,5716,57,5205,55,0.989174743687529,0.991165562780209,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00132_N02,3205,8539,3037,7496,0.993330180000055,0.985608858232751,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00133_N01,3977,68,3756,64,0.993101924178061,0.985632299772301,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00134_N01,32,8052,32,7131,1,0.986493950459032,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00135_N01,37,6991,37,6224,1,0.986872362543042,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00136_N01,18,7199,18,6435,1,0.987368373261922,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00137_N02,35,13099,35,10867,1,0.980295413508174,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00138_N03,26,11511,26,9712,1,0.981826563504408,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00139_N01,6334,56,5723,56,0.988411876954495,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00140_N02,40,11303,37,9401,0.978865793138682,0.980257623914448,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00141_N01,18,8360,18,7267,1,0.984485487773609,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00142_N02,5429,64,4960,64,0.989493679089972,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00143_N02,29,9250,28,8019,0.989578783218637,0.984362253433641,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00144_N01,24,8465,24,7304,1,0.98368831904575,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00145_N01,39,7643,32,6729,0.94600179758435,0.985755968875044,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00146_N01,5356,44,4940,43,0.990583233910707,0.993924850377835,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00147_N05,39,9594,38,8161,0.992909772262,0.982356519006105,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00148_N02,5169,6237,4761,5665,0.990383937125156,0.988991805832435,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00149_N01,1921,4992,1860,4614,0.995731900762043,0.990753259180652,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00150_N01,36,8315,36,7242,1,0.984692387335775,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00151_N06,42,15534,41,12577,0.993552787153476,0.978119770647835,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00152_N01,20,7830,20,6812,1,0.984465633373673,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00153_N01,39,7533,39,6654,1,0.986101208121287,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00154_N03,35,11182,35,9436,1,0.981788020057938,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00155_N02,39,9050,36,7879,0.97815166894814,0.984790795158762,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00156_N01,37,7334,32,6525,0.959793600032801,0.986867810406994,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00157_N02,3322,7559,3154,6622,0.993599721274874,0.985180946939875,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00158_N01,27,6682,26,5969,0.98854909101475,0.987187950142541,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00159_N01,25,6467,24,5890,0.987317934353082,0.989349060359451,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00160_N02,38,11698,38,9761,1,0.980674742569615,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00161_N03,35,996,35,935,1,0.990845445822705,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00162_N02,35,7495,35,6646,1,0.986525321972382,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00163_N02,25,10276,25,8748,1,0.982572685251707,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00164_N01,31,7113,31,6434,1,0.988688692939641,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00165_N02,34,10127,34,8453,1,0.98040935789575,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00166_N02,3089,4339,2924,3984,0.993168543275878,0.98980853745591,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00167_N01,24,5980,23,5473,0.986608277678501,0.989812343108047,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00168_N01,31,6753,31,5996,1,0.986516472289025,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00169_N02,2929,6695,2788,6104,0.993819343316147,0.989508972017966,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00170_N02,39,10307,38,8668,0.992909772262,0.98125818731489,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00171_N04,32,7768,32,6869,1,0.986269548885351,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00172_N01,5677,44,5248,44,0.990909966141376,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00173_N01,22,6792,21,6144,0.984950056061394,0.988636091699343,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00174_N02,37,9311,37,8035,1,0.98387238478424,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00175_N04,6415,60,5881,60,0.990085754776361,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00176_N03,36,13331,36,11112,1,0.980830757070133,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00177_N01,5374,46,4983,45,0.991205319816851,0.994259345694029,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00178_N02,40,12231,40,10145,1,0.980131946064684,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00179_N01,1012,5898,984,5294,0.995945197294559,0.98755648237275,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00180_N02,2929,80,2766,79,0.992826879466669,0.997129460120729,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00181_N02,39,8043,38,7243,0.992909772262,0.988349625391849,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00182_N02,6277,60,5747,59,0.989912208533045,0.995895040570973,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00183_N01,6417,46,5805,46,0.988566845558156,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00184_N04,31,9754,29,8443,0.980579026499701,0.984286013980533,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00185_N02,111,11985,110,10072,0.998078399514797,0.981483446052483,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
