name,total_hg19_counts,total_mm10_counts,unique_hg19_genes,unique_mm10_genes,hg19_unique_count_ratio,mm10_unique_count_ratio,hg19_multiplet,mm10_multiplet,hg19_mm10_multiplet,Multiplet,Multiplet_Type,Droplet_Contents
alignments.possorted.tagged_BC04000_N03,13,4852,13,4522,1,0.991700789053858,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04001_N04,3323,46,3129,45,0.992581413305946,0.994259345694029,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04002_N02,2781,38,2642,38,0.993534588818234,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04003_N03,3590,41,3343,41,0.991291912934091,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04004_N04,25,5494,25,4963,1,0.988196338458579,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04005_N05,32,6460,31,5777,0.990839262077375,0.987263205007969,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04006_N04,24,3864,24,3641,1,0.99280285150053,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04007_N03,4634,40,4321,36,0.991715186189167,0.971438341380246,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04008_N03,3862,38,3613,38,0.991930353277217,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04009_N01,1842,20,1769,19,0.994621673736988,0.982877877692756,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04010_N03,15,4882,15,4478,1,0.989829824739475,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04011_N03,3279,30,3079,29,0.992225899311998,0.990032465666808,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04012_N02,3030,41,2879,41,0.993623056303595,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04013_N02,3954,35,3695,35,0.99182042748319,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04014_N05,31,6308,31,5640,1,0.987206850955829,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04015_N04,26,6286,26,5669,1,0.988187599419889,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04016_N04,4879,47,4455,47,0.989295127881294,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04017_N02,2709,40,2573,39,0.993483698396845,0.993136721245783,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04018_N02,2989,24,2815,24,0.992505446229245,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04019_N03,3077,28,2903,25,0.992752426497317,0.965989876983557,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04020_N03,3346,44,3171,42,0.993380756726217,0.987706743018921,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04021_N04,3884,34,3602,34,0.990879641639811,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04022_N02,3293,18,3112,17,0.993020184184568,0.980224545965827,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04023_N03,17,4190,17,3976,1,0.993714438987685,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04024_N02,2020,24,1935,24,0.994351462823506,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04025_N03,23,5060,23,4595,1,0.988697813188923,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04026_N06,4355,44,4068,43,0.991863888037955,0.993924850377835,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04027_N03,4010,43,3767,43,0.992465261002802,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04028_N02,3007,39,2865,39,0.993959748172001,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04029_N01,1480,21,1444,19,0.996626612210152,0.96712671343233,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04030_N04,4512,39,4193,38,0.991285984590238,0.992909772262,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04031_N02,3243,47,3050,47,0.992410278561384,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04032_N02,17,3183,17,3001,1,0.992700018346783,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04033_N03,2854,23,2729,23,0.994371091820503,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04034_N03,3672,30,3454,30,0.992543880790185,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04035_N03,3176,37,3006,37,0.993177517751741,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04036_N02,2023,46,1939,45,0.99442888789182,0.994259345694029,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04037_N02,2576,29,2458,29,0.994029814315149,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04038_N03,3436,55,3240,55,0.992786266542579,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04039_N04,3489,29,3274,29,0.992203040953668,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04040_N03,3232,39,3071,39,0.993676672799684,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04041_N03,3238,27,3023,27,0.991499617106556,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04042_N04,4281,66,3990,66,0.991581453560529,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04043_N05,23,6556,23,5911,1,0.988215289368754,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04044_N06,27,7087,27,6355,1,0.987703586595563,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04045_N05,2113,52,2014,52,0.993732132098071,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04046_N03,18,5756,18,5199,1,0.988244801070166,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04047_N03,3195,917,3013,880,0.992731647138612,0.993962041361798,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC04048_N01,2432,26,2309,26,0.99334321317594,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04049_N03,3111,32,2912,32,0.991780858204816,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04050_N03,3853,48,3572,47,0.990828387560533,0.994561530352335,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04051_N01,9,2410,9,2323,1,0.995278606649931,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04052_N04,4495,49,4167,49,0.990991341174963,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04053_N02,2763,40,2627,40,0.993630227846467,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04054_N03,3720,46,3446,40,0.990693945618538,0.96349568217506,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04055_N04,5213,39,4699,39,0.987871612606358,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04056_N03,4707,37,4344,37,0.990509989303944,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04057_N05,35,7495,35,6688,1,0.987231409387189,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04058_N03,3499,25,3292,24,0.992526937115117,0.987317934353082,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04059_N03,25,5262,25,4779,1,0.988763203916035,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04060_N03,22,3344,22,3124,1,0.991613788145452,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04061_N06,5660,54,5121,54,0.988418923187214,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04062_N03,21,3502,21,3307,1,0.992979760879497,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04063_N03,3974,40,3662,40,0.990134127606816,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04064_N03,3971,49,3730,47,0.992444620270508,0.989292235198835,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04065_N03,23,5223,23,4763,1,0.989230687038141,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04066_N04,13,4812,13,4407,1,0.989630855032396,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04067_N03,20,5305,20,4849,1,0.989520402382144,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04068_N01,1881,27,1820,26,0.995627456463093,0.98854909101475,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04069_N04,31,6218,30,5554,0.990451384681875,0.987071861396197,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04070_N02,3087,36,2935,36,0.993715920986989,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04071_N05,32,6961,32,6253,1,0.987877391169505,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04072_N03,3330,39,3175,39,0.994123255754792,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04073_N03,13,3795,13,3491,1,0.989868738246337,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04074_N02,1734,22,1676,20,0.995438451711885,0.969165683990922,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04075_N02,3103,31,2908,31,0.991927510019595,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04076_N06,31,7244,27,6350,0.959769699112339,0.985180042527463,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04077_N04,3741,37,3448,37,0.990086601483611,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04078_N03,3376,31,3204,31,0.99356367904717,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04079_N03,22,4670,22,4322,1,0.990834229063994,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04080_N02,30,3712,30,3446,1,0.990953433898511,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04082_N02,24,4071,24,3758,1,0.990374735849461,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04083_N03,23,4016,23,3737,1,0.991322864499311,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04084_N06,6400,73,5749,73,0.98775999410003,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04085_N02,15,4260,15,3956,1,0.991140896253339,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04086_N02,2579,26,2468,25,0.994399396368128,0.987962077643931,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04087_N04,18,5018,18,4574,1,0.989127371061773,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04088_N03,18,4672,18,4340,1,0.99127590138525,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04089_N04,19,5264,19,4769,1,0.988474894486773,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04090_N04,5756,45,5228,44,0.988887270185625,0.994096441196862,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04091_N04,3519,36,3337,36,0.993496803833637,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04092_N03,26,5045,26,4554,1,0.987990869156208,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04093_N03,4051,49,3790,48,0.991982665504895,0.994701891242834,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04094_N06,24,4388,24,4007,1,0.989169580209958,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04095_N02,25,3228,25,3044,1,0.992736004326594,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04096_N03,3775,34,3469,34,0.98973622911152,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04097_N05,5033,67,4585,64,0.98906280840451,0.989105140332962,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04098_N03,2180,30,2091,30,0.994577595717778,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04099_N05,5750,52,5220,51,0.988829507439949,0.99508557627924,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04100_N02,2470,39,2328,38,0.992420785694664,0.992909772262,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04101_N02,3150,42,2966,39,0.99252799124168,0.980172679845428,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04102_N05,18,5778,18,5199,1,0.987809560874518,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04103_N03,3269,36,3099,36,0.993400510507377,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04104_N02,2808,35,2664,34,0.993369997052666,0.991846779451149,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04105_N03,13,4149,13,3869,1,0.991612719863001,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04106_N03,3410,30,3224,28,0.993104715684652,0.979715122721506,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04107_N03,1893,3013,1808,2791,0.993911726931488,0.990445730531488,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC04108_N05,5477,36,5048,36,0.990524812166811,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04109_N02,2951,28,2793,28,0.993112828282877,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04110_N03,3498,47,3280,46,0.992114169746886,0.99441418681938,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04111_N06,31,8707,31,7479,1,0.983241823809345,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04112_N03,3373,29,3137,28,0.991070953350279,0.989578783218637,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04113_N03,3027,25,2851,24,0.992526540988336,0.987317934353082,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04114_N03,23,6229,23,5509,1,0.985941044489807,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04115_N02,2186,45,2106,45,0.995151650622056,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04116_N03,3319,42,3141,41,0.993201003493042,0.993552787153476,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04117_N03,33,4941,33,4518,1,0.989477375330779,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04118_N02,2641,49,2513,49,0.993694514039367,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04119_N04,15,5798,15,5302,1,0.989679612974618,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04120_N02,5,2545,5,2438,1,0.994522667208835,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04121_N03,2870,25,2712,24,0.992888070711092,0.987317934353082,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04122_N01,1654,23,1611,23,0.996445599317215,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04123_N02,2719,32,2582,32,0.993462348747641,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04124_N03,3900,36,3647,36,0.991888521399553,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04125_N03,4430,35,4069,35,0.989876042495157,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04126_N04,21,4308,21,3979,1,0.990506566265577,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04127_N02,2631,26,2499,25,0.993463800563724,0.987962077643931,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04128_N04,13,3721,13,3471,1,0.991540763012584,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04129_N02,2984,23,2843,23,0.993950165115618,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04130_N04,5063,54,4612,54,0.989062049979803,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04131_N02,35,3545,34,3335,0.991846779451149,0.992528656768229,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04132_N02,2440,23,2342,23,0.994744349922776,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04133_N02,2592,20,2458,20,0.993246753485056,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04134_N03,3469,39,3290,39,0.993500826522042,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04135_N03,4691,43,4258,43,0.988543520861391,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04136_N03,3587,53,3379,51,0.992701787518659,0.990311472892838,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04137_N04,21,4657,19,4285,0.96712671343233,0.990143303021155,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04138_N02,24,2266,18,2114,0.909478540072342,0.991012641820595,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04139_N05,5709,48,5204,48,0.989292662793447,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04140_N03,3516,56,3294,55,0.992012159833336,0.995523743790102,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04141_N03,3842,42,3591,38,0.991814343460444,0.973223032322758,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04142_N03,3303,32,3116,32,0.992807109317894,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04144_N05,3300,46,3091,45,0.991924165912053,0.994259345694029,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04145_N03,2944,28,2778,27,0.992733924424157,0.989086010759597,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04146_N01,906,144,878,143,0.995389553357402,0.998597800582028,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04147_N02,2860,36,2728,36,0.994062646447771,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04148_N03,3669,44,3463,44,0.992959774356864,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04149_N03,3309,36,3146,35,0.993767062811412,0.99213876710281,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04150_N04,22,5522,22,4996,1,0.988382455199607,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04151_N02,2630,79,2485,79,0.992798340905059,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04152_N03,3100,45,2945,44,0.993619568333326,0.994096441196862,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04153_N03,25,4408,25,4080,1,0.990785072294796,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04154_N04,19,4519,19,4172,1,0.990506801744991,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04155_N02,18,3310,18,3100,1,0.991912587776509,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04156_N03,3316,42,3094,42,0.991452000118766,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04157_N03,4627,48,4326,48,0.992029850657276,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04158_N03,20,4944,20,4539,1,0.989951951557357,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04159_N01,1534,23,1491,22,0.996124170421737,0.985823044308292,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04160_N05,4259,41,3920,40,0.990074808579038,0.993350711351002,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04161_N03,3790,32,3525,32,0.991203335459756,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04162_N03,30,5508,30,5018,1,0.989183817096129,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04163_N04,3451,42,3270,41,0.993386780489687,0.993552787153476,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04164_N04,3608,45,3395,45,0.992571051384845,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04165_N02,2812,35,2681,35,0.993992922482338,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04166_N02,10,2382,9,2298,0.954242509439325,0.995382883710833,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04167_N02,2942,33,2781,33,0.992953532011216,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04168_N02,2915,30,2788,28,0.994416217063025,0.979715122721506,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04169_N02,3454,31,3232,29,0.991846141077107,0.980579026499701,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04170_N06,5515,37,5038,37,0.989499699138241,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04171_N03,2969,26,2807,26,0.992982862004358,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04172_N01,1830,16,1769,16,0.995487056689661,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04173_N01,13,2301,13,2184,1,0.993258611914974,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04174_N03,24,3741,22,3478,0.972621175840781,0.991139591535993,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04175_N03,2628,33,2498,33,0.993556917929774,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04177_N04,27,4476,27,4174,1,0.991690346058107,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04178_N02,28,4046,28,3761,1,0.991205345877321,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04179_N04,20,6715,20,6049,1,0.988146880832939,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04180_N04,4578,40,4242,37,0.990956553906401,0.978865793138682,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04181_N04,3895,49,3668,47,0.992736922207645,0.989292235198835,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04182_N05,28,6797,28,6055,1,0.986900061005594,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04183_N02,2460,20,2352,19,0.994250025705761,0.982877877692756,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04184_N01,2253,17,2143,17,0.99351608437378,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04185_N01,1588,28,1543,28,0.996099607890036,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04186_N01,1954,43,1858,42,0.993351761995652,0.993743885811336,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04187_N02,2525,27,2398,26,0.993412556775494,0.98854909101475,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04188_N02,2094,22,2021,22,0.995359689234599,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04189_N04,4627,79,4287,78,0.990956805577883,0.997084522757209,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04190_N04,24,5395,23,4925,0.986608277678501,0.989393005121781,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04191_N03,22,3718,22,3436,1,0.990405248795409,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04192_N03,4393,40,4041,39,0.990042621297779,0.993136721245783,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04193_N04,4328,37,3994,37,0.99040802083397,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04194_N04,3209,46,3034,46,0.993054314687338,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04195_N03,3370,53,3182,52,0.992933009907128,0.995202318775182,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04196_N03,24,4031,24,3677,1,0.988927989520468,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC04197_N02,2804,33,2648,32,0.992789550701948,0.991199315852803,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC04198_N05,35,7524,34,6554,0.991846779451149,0.984536787888212,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
